stateEstimate.x_y		stateEstimate.y_y		stateEstimate.z_y
2.151915789		2.082484484		0.508613288
2.16746521		2.083795309		0.507562816
2.164873838		2.086911678		0.505990923
2.173106194		2.089542627		0.505437553
2.178314686		2.086764574		0.504546464
2.177642107		2.091420651		0.503315687
2.183149576		2.095413923		0.504501104
2.18051672		2.098258972		0.505583763
2.182393789		2.09979558		0.506326139
2.17889595		2.106470585		0.508526921
2.176884413		2.099465132		0.510109246
2.167807102		2.096376181		0.50949955
2.168139219		2.089779854		0.510485053
2.166366577		2.092107773		0.511241853
2.153686285		2.086933374		0.510851324
2.143954277		2.080331802		0.512560427
2.145860434		2.06885314		0.514720798
2.135062218		2.069099426		0.515856803
2.13733983		2.069980621		0.516517103
2.137023687		2.065080643		0.518615365
2.129060268		2.05664897		0.520522952
2.130620003		2.066870689		0.519787133
2.125782251		2.061109543		0.518649101
2.132787466		2.059444428		0.518471062
2.128777027		2.048333168		0.518358052
2.129178047		2.042214394		0.517053604
2.148113728		2.044473648		0.516177595
2.14146924		2.043173552		0.513299465
2.139451027		2.037411928		0.511760414
2.146531582		2.034711599		0.510961771
2.153853655		2.043454647		0.509689033
2.163606882		2.041697741		0.508205235
2.170059204		2.032782793		0.50632894
2.17124486		2.02425909		0.506071568
2.182023048		2.064019442		0.504266858
2.185322285		2.061556101		0.503234327
2.18873024		2.055827379		0.503142893
2.186748743		2.054423332		0.502454042
2.184144497		2.05261898		0.503535807
2.187620163		2.057638407		0.503014863
2.186717033		2.046077728		0.502968907
2.183773756		2.037570238		0.502383828
2.187379837		2.029515028		0.501943946
2.180666208		2.029200792		0.502254367
2.183513165		2.024415731		0.5015378
2.181516171		2.011075974		0.501235008
2.182727575		2.005661726		0.503229559
2.177626371		2.002852917		0.501403809
2.171738148		1.993456125		0.499341697
2.160979748		1.981933236		0.499469578
2.165496111		1.997773647		0.499706626
2.153685808		1.985701442		0.50055629
2.148200989		1.986290216		0.501549065
2.149450779		1.984324217		0.503813446
2.139634132		1.967685461		0.504336953
2.148807526		1.958332062		0.505140603
2.142161369		1.95590961		0.503858686
2.142660379		1.953401327		0.504159153
2.139579058		1.951580763		0.503939688
2.131894589		1.950023532		0.504529834
2.135623694		1.940999627		0.505580246
2.143975735		1.949977875		0.506195366
2.143309593		1.949613929		0.506695628
2.158282518		1.956718206		0.508112609
2.164787531		1.953113437		0.508985639
2.162399769		1.953951955		0.509997308
2.166208744		1.953658342		0.510900974
2.173435211		1.956998348		0.512205303
2.167322397		1.953094125		0.513786316
2.183730602		1.94546485		0.515070975
2.188710451		1.941037059		0.5172894
2.174901009		1.933502078		0.517205477
2.170241356		1.935633183		0.517051399
2.167719126		1.941283345		0.517170727
2.167629242		1.942072988		0.516845167
2.169587135		1.941423774		0.516735971
2.174636126		1.939697385		0.516438127
2.167265654		1.945855022		0.515550137
2.158126354		1.937040806		0.513849378
2.157048702		1.933932304		0.511989415
2.163541079		1.92674017		0.51143992
2.162483215		1.926754594		0.509555578
2.154628515		1.928865671		0.508752823
2.147686005		1.930089593		0.507027447
2.142447472		1.92528069		0.505275071
2.15086627		1.922502279		0.504488111
2.149013758		1.922830343		0.503624618
2.143467665		1.922979593		0.50255239
2.1390028		1.917487145		0.502737522
2.139251947		1.921247244		0.501738489
2.136430502		1.923546791		0.50169456
2.134452343		1.924195528		0.500451386
2.132357121		1.932820916		0.503579795
2.132152081		1.937327266		0.505533338
2.130574942		1.941704869		0.506042004
2.132946253		1.946201801		0.505907774
2.129549742		1.948421001		0.506782115
2.122272253		1.944870472		0.506694555
2.118324041		1.954231739		0.507367671
2.116156817		1.950958729		0.508574843
2.121822357		1.958123684		0.508857191
2.120271683		1.959420562		0.510959804
2.125102997		1.958929896		0.510515332
2.123540878		1.947033882		0.509616971
2.106896639		1.942057371		0.509586692
2.107960939		1.939721346		0.509815097
2.101073027		1.946956754		0.509265363
2.105151892		1.953721046		0.508676648
2.106998205		1.941373229		0.506645024
2.101814747		1.942903996		0.505690754
2.103879929		1.943029404		0.504224062
2.106694222		1.94692409		0.502984285
2.104723215		1.950094223		0.503065169
2.105296135		1.952940345		0.501688421
2.106006622		1.952500224		0.501786649
2.112395763		1.955498338		0.500552297
2.115508795		1.963423967		0.501009882
2.124056339		1.970169544		0.500148892
2.142582655		1.968034387		0.500004053
2.144109011		1.975683808		0.499143839
2.143712759		1.981362701		0.499616057
2.149114609		1.981166482		0.500361383
2.143680096		1.991411805		0.500883818
2.143508911		1.999235392		0.502820671
2.153586865		1.999867797		0.504160941
2.147113323		1.997766256		0.505695283
2.146287203		2.001947403		0.506105483
2.151601315		2.002229452		0.505769849
2.147657633		2.005224466		0.506066561
2.147878647		2.007910013		0.505664289
2.147470713		2.012537241		0.505752921
2.142780542		2.012205362		0.507013023
2.145670176		2.013825893		0.507466435
2.143401146		2.00637579		0.506930053
2.142429829		2.002732992		0.506565869
2.134476185		1.994715452		0.5050506
2.129935026		1.988589883		0.504697919
2.119573593		1.978556037		0.503602505
2.119539738		1.979979992		0.502771437
2.124699354		1.979696512		0.501921892
2.123479366		1.97322309		0.499601603
2.126322985		1.969212055		0.49817422
2.113432169		1.96539402		0.496585548
2.116057158		1.972470045		0.495842964
2.112630606		1.969158411		0.49511233
2.109998703		1.969645858		0.495219648
2.110671282		1.966437936		0.493401378
2.102606058		1.961081624		0.49134928
2.099197149		1.96119535		0.49023819
2.119090319		1.961816073		0.489809513
2.116265059		1.965109587		0.49036634
2.120608807		1.963081718		0.488226205
2.105536223		1.958809972		0.486469239
2.102645397		1.962193608		0.486717522
2.09189868		1.953062892		0.487046927
2.088470936		1.947439432		0.487167358
2.088380575		1.948626638		0.488140076
2.083010674		1.943118691		0.489583165
2.076377392		1.947849155		0.490307659
2.076138258		1.942822337		0.489810437
2.07845068		1.94111383		0.489469856
2.075131893		1.937663436		0.489159972
2.063112736		1.942502379		0.489625186
2.065872192		1.94269836		0.489116103
2.037387848		1.926592827		0.490116954
2.034256697		1.918323875		0.490930677
2.035377264		1.918777943		0.491530746
2.032053232		1.924220681		0.49251473
2.031877995		1.920350432		0.494888783
2.029939175		1.922384262		0.49863252
2.017467022		1.91096127		0.499661833
2.017470598		1.910014391		0.502288461
2.026404381		1.914850354		0.503939152
2.026070118		1.915359259		0.505549252
2.038690805		1.921604276		0.507165074
2.040808201		1.928170919		0.509441078
2.047154427		1.928343535		0.509334564
2.053388596		1.936629415		0.51072669
2.064113379		1.935789704		0.514740348
2.081307888		1.931887269		0.515789986
2.087872982		1.937003255		0.516150594
2.09437418		1.944690704		0.517288506
2.101368904		1.949757099		0.519258618
2.103796959		1.952320576		0.519919157
2.113488674		1.958593607		0.521784246
2.113899946		1.971706748		0.522434175
2.110847235		1.981595755		0.523053348
2.120720387		1.98787427		0.523512721
2.121055603		1.999987721		0.523833096
2.126335144		2.008615732		0.524883986
2.133511305		2.022326231		0.525412321
2.129908562		2.026770115		0.525718749
2.130033732		2.03188014		0.523220003
2.12120533		2.057742596		0.522172451
2.118604183		2.06137991		0.51987797
2.115795374		2.071723461		0.519298852
2.111265183		2.077703953		0.516982257
2.104726791		2.090937138		0.514970362
2.09439683		2.089775562		0.513928175
2.079512596		2.092675209		0.512363136
2.071618319		2.09823823		0.508559465
2.059457541		2.108140707		0.507892549
2.044892311		2.112566471		0.50588423
2.043052673		2.131152153		0.503693819
2.035054922		2.144057035		0.503541887
2.027420998		2.153188229		0.50280118
2.023136616		2.171764851		0.501872957
2.025619507		2.194926739		0.501266122
2.028315783		2.210004807		0.49965328
2.021971941		2.225959778		0.498502195
2.021882534		2.249094725		0.496888906
2.026693821		2.267007589		0.495086819
2.028632164		2.288731098		0.492993563
2.030419588		2.308509588		0.490932584
2.026397705		2.315833807		0.490375191
2.030558825		2.33483696		0.489798963
2.027356625		2.349491596		0.489734232
2.029092073		2.368775368		0.488612086
2.02218771		2.379374266		0.488990247
2.024499655		2.387443781		0.488842815
2.018229008		2.385056257		0.488400877
1.98853159		2.377493382		0.488367438
1.995586753		2.379028559		0.487232745
2.003859043		2.408858061		0.485665143
2.005327225		2.413597822		0.484860212
2.00932765		2.418352604		0.484828025
2.002550602		2.412121058		0.48547858
2.007660389		2.413657427		0.484847665
2.015814781		2.415722847		0.484565586
2.023326635		2.41453743		0.483321846
2.036876202		2.416495323		0.483415484
2.046128035		2.409899712		0.48422122
2.050957441		2.408170223		0.48424685
2.058419228		2.41345191		0.484985054
2.067560434		2.413559198		0.48655358
2.075140715		2.419139147		0.488471508
2.108853817		2.437807798		0.489922971
2.107359886		2.437161684		0.493115604
2.114157438		2.444744825		0.494987905
2.119262695		2.442804337		0.494631946
2.120037794		2.446572781		0.495972484
2.109570265		2.441752434		0.499331951
2.105586052		2.444251776		0.499852687
2.134551764		2.43108058		0.502298117
2.126777411		2.436756134		0.50287497
2.115337849		2.436612368		0.50370729
2.109309912		2.438050747		0.504492164
2.097604036		2.436292172		0.505352378
2.087677002		2.442144871		0.504108608
2.07294941		2.438901901		0.501003206
2.067610979		2.438824415		0.497998297
2.057099581		2.437918425		0.496912211
2.04751873		2.432769299		0.496338159
2.028965712		2.426894903		0.497512102
2.018466711		2.426270962		0.498339385
2.003233194		2.422796011		0.497814566
1.998077989		2.4165411		0.498290062
1.994834185		2.416171551		0.499831766
1.985926151		2.417707205		0.500875831
1.985623241		2.413632393		0.50196147
1.990589619		2.40239358		0.504793763
1.99210453		2.403131485		0.506252885
1.945463657		2.404136181		0.50811708
1.949960232		2.402565718		0.509881318
1.958468795		2.392365694		0.51142025
1.963046074		2.396762133		0.511997283
1.97365284		2.397830486		0.513913989
1.977573752		2.402531624		0.514039516
1.990653276		2.408239126		0.513276458
2.001571894		2.410483122		0.512051642
2.014326572		2.41499114		0.511753142
2.028825522		2.422758102		0.510100842
2.04174614		2.429615736		0.509719074
2.05576539		2.431604624		0.506801605
2.07397747		2.435738564		0.507084966
2.086295843		2.44291091		0.50795275
2.09819603		2.455396652		0.509146035
2.108676195		2.460171461		0.51102674
2.125416517		2.463291407		0.511986136
2.131620646		2.472540379		0.513756216
2.138446093		2.478693008		0.514460266
2.138242006		2.485242128		0.515456617
2.132733584		2.492934704		0.516143501
2.135211945		2.491619825		0.517627776
2.130491495		2.500295162		0.51801014
2.129440785		2.510608673		0.517229915
2.133510113		2.516751289		0.51581347
2.130051851		2.51647377		0.516228557
2.134534836		2.51644659		0.516307056
2.120502472		2.51648593		0.515666783
2.111393452		2.50617528		0.515653431
2.108571053		2.51307559		0.515269399
2.109640122		2.512049198		0.514413297
2.109076738		2.510568619		0.514463186
2.107530594		2.506341457		0.514398396
2.107460022		2.510133028		0.51329118
2.106935501		2.520433903		0.512773693
2.105396748		2.522428751		0.511157394
2.105026245		2.509795666		0.510498881
2.101003885		2.510545015		0.511296392
2.10596633		2.518282175		0.510642767
2.124859572		2.530743361		0.507822514
2.128605366		2.533170939		0.506938279
2.118201971		2.52366066		0.505561411
2.131969214		2.529995441		0.504943669
2.139069319		2.530253887		0.502173007
2.138927698		2.530975819		0.499887079
2.159407377		2.532909632		0.498111546
2.159536123		2.527392864		0.495158136
2.158372879		2.528118134		0.49320671
2.160781622		2.528647184		0.490606725
2.166200399		2.540440321		0.487975866
2.174924612		2.536403894		0.486917794
2.178556681		2.538053751		0.485913873
2.186568499		2.535972357		0.48663649
2.194164276		2.543207884		0.486024708
2.196912527		2.540386438		0.484780699
2.197533846		2.540050745		0.485499173
2.196699858		2.543597698		0.485101461
2.202981234		2.549660444		0.484684736
2.201591492		2.540762425		0.485654622
2.220181942		2.548868179		0.485337496
2.222183943		2.545069456		0.486639321
2.218929291		2.543175459		0.487171382
2.211293459		2.561910152		0.487414599
2.206356525		2.558371782		0.487761766
2.210119247		2.552689314		0.488990724
2.210360289		2.556058645		0.491275758
2.201215982		2.555876017		0.492405295
2.196188211		2.548895836		0.495239466
2.189568043		2.536195278		0.496076167
2.177561045		2.53557992		0.49724859
2.172815561		2.533062935		0.497120291
2.158902168		2.525816917		0.497214019
2.14584589		2.51894021		0.498095006
2.138761759		2.511879444		0.499622405
2.128258467		2.504692793		0.499447346
2.119162798		2.50116992		0.500919104
2.112044573		2.502768755		0.500162482
2.107294798		2.498898745		0.502017677
2.107270718		2.488426209		0.504997015
2.106142044		2.489754915		0.50611335
2.09604311		2.487628698		0.509299457
2.114792585		2.483212709		0.510939837
2.111026049		2.47865963		0.512597561
2.10801959		2.481203079		0.513555586
2.104505062		2.472265959		0.513562501
2.105493307		2.467395783		0.51502943
2.098191261		2.469396114		0.513157904
2.108995676		2.469171286		0.513933241
2.115288734		2.46590519		0.513898373
2.108757973		2.460675001		0.513243139
2.10441494		2.456757069		0.511822641
2.097574949		2.452646494		0.511256278
2.092909575		2.447629213		0.51059103
2.092043877		2.440287828		0.509694874
2.086898804		2.433279753		0.508433163
2.086546421		2.426421642		0.50629127
2.083287716		2.419284821		0.50644505
2.080938101		2.412737131		0.506321669
2.087779284		2.407366514		0.504958451
2.091680765		2.404293776		0.503343284
2.091255426		2.398308754		0.50134486
2.087797642		2.387270451		0.499723733
2.090395689		2.388366461		0.49872753
2.109908581		2.393175125		0.499268711
2.112982512		2.392480612		0.499503404
2.111564398		2.388583422		0.501155734
2.104508877		2.385210514		0.501998067
2.107075453		2.377014875		0.503054738
2.103960276		2.369984865		0.50266099
2.095332146		2.369612217		0.501799524
2.094940424		2.375289917		0.501357079
2.089650631		2.374729872		0.501290321
2.083715677		2.369071007		0.500479281
2.081353903		2.370444059		0.500115991
2.073661089		2.3708601		0.499286413
2.068465948		2.366985798		0.499722093
2.061732054		2.369722605		0.498754978
2.054390192		2.374153614		0.498159021
2.04873395		2.374272823		0.498722702
2.051832676		2.382605314		0.498437852
2.051471949		2.395641565		0.499224633
2.042440176		2.39770031		0.49948135
2.044384718		2.407932997		0.500427246
2.034332752		2.405059576		0.499967992
2.043670654		2.406536102		0.499962986
2.0376122		2.41247797		0.499159068
2.035485029		2.408216238		0.497363031
2.03953743		2.410382271		0.496174872
2.045215845		2.406242371		0.495258629
2.05397892		2.403675795		0.494216889
2.051255941		2.399392843		0.492432326
